"","R_basic","intervention_efficacy","Location","n_intros"
"48",0.405959475087002,0.447315249126405,"Marburg",20
"49",0.0698867733590305,0.224360628984869,"Marburg",20
"50",0.459815375972539,0.588993017096072,"Marburg",20
"51",0.512561368290335,0.258064982714131,"Marburg",20
"52",0.695125641999766,0.757994472282007,"Marburg",20
"53",0.138284347951412,0.663891027448699,"Marburg",20
"54",0.599259089911357,0.487266218755394,"Marburg",20
"55",0.58137803664431,0.152192063862458,"Marburg",20
"56",0.377825171453878,0.940667454618961,"Marburg",20
"57",0.504061728017405,0.787448980845511,"Marburg",20
"58",0.994270521914586,0.631463893689215,"Marburg",20
"59",0.176293457625434,0.506683100014925,"Marburg",20
"60",1.48910132073797,0.455019547604024,"Marburg",20
"61",0.895279314368963,0.837085205130279,"Marburg",20
"62",0.826837455388159,0.586229690816253,"Marburg",20
"63",1.09657788695768,0.77958635892719,"Marburg",20
"64",0.366995066637173,0.347772886045277,"Marburg",20
"65",0.428316498873755,0.914748198119923,"Marburg",20
"66",0.313430306268856,0.640663098776713,"Marburg",20
"67",0.953925368143246,0.533948298543692,"Marburg",20
"68",0.175578731345013,0.670503108762205,"Marburg",20
"69",1.01419883058406,0.546125455060974,"Marburg",20
"70",1.15222484897822,0.519507907796651,"Marburg",20
"71",0.698689716635272,0.98147297068499,"Marburg",20
"72",0.457804570673034,0.182055938057601,"Marburg",20
"73",0.190199120203033,0.0060589793138206,"Marburg",20
"74",0.020446774084121,0.606181918876246,"Marburg",20
"75",0.0783201400190592,0.424100545002148,"Marburg",20
"76",0.451657314319164,0.556022122036666,"Marburg",20
"77",0.774284993531182,0.621605169028044,"Marburg",20
"78",0.35356063884683,0.237707522464916,"Marburg",20
"79",0.167035526130348,0.0491949198767543,"Marburg",20
"80",0.247048482997343,0.297419746406376,"Marburg",20
"81",0.524877303745598,0.26751739019528,"Marburg",20
"82",0.348529818467796,0.965782216284424,"Marburg",20
"83",0.308264913735911,0.659279217477888,"Marburg",20
"84",1.90169600676745,0.935218814061955,"Marburg",20
"85",0.763716969871894,0.928312490694225,"Marburg",20
"86",0.52846472687088,0.48950733942911,"Marburg",20
"87",0.977676514070481,0.0741605514194816,"Marburg",20
"88",1.9686578605324,0.934621895197779,"Marburg",20
"89",1.33866455010138,0.753862405428663,"Marburg",20
"90",0.587300175335258,0.840222235536203,"Marburg",20
"91",0.957157541066408,0.421273466898128,"Marburg",20
"92",0.590028688777238,0.859230587491766,"Marburg",20
"93",0.586694589816034,0.213976028375328,"Marburg",20
"94",0.319982540560886,0.0843758129049093,"Marburg",20
"95",0.844787776703015,0.180948121240363,"Marburg",20
"96",0.418058331822976,0.948996883351356,"Marburg",20
"97",0.324734908528626,0.187551750335842,"Marburg",20
"98",0.465205035405234,0.44077445124276,"Marburg",20
"99",0.542355442419648,0.950320080853999,"Marburg",20
"100",0.397288997657597,0.806163278175518,"Marburg",20
"101",0.552890185033903,0.715603674994782,"Marburg",20
"102",1.00291285919957,0.945091128116474,"Marburg",20
"103",0.312193819088861,0.318641687510535,"Marburg",20
"104",0.490436127875,0.77673868322745,"Marburg",20
"105",1.84710450726561,0.76096670050174,"Marburg",20
"106",0.279617025051266,0.810933889588341,"Marburg",20
"107",0.192633421160281,0.745975986821577,"Marburg",20
"108",0.684546390781179,0.831238427199423,"Marburg",20
"109",0.81212791800499,0.852477950276807,"Marburg",20
"110",0.519092973321676,0.223676678724587,"Marburg",20
"111",1.14024983276613,0.964021690189838,"Marburg",20
"112",0.272835885873064,0.559229473117739,"Marburg",20
"113",0.188017810229212,0.801707642152905,"Marburg",20
"114",0.526278862729669,0.835814330494031,"Marburg",20
"115",0.511402208358049,0.71705235238187,"Marburg",20
"116",0.377167356899008,0.561390501214191,"Marburg",20
"117",1.00195146608166,0.701694901334122,"Marburg",20
"118",0.474077505525202,0.345538415014744,"Marburg",20
"119",0.254172708140686,0.663094944320619,"Marburg",20
"120",0.144155049696565,0.280364585109055,"Marburg",20
"121",0.519906108034775,0.64719417411834,"Marburg",20
"122",0.959862455260009,0.646678528282791,"Marburg",20
"123",1.40709529677406,0.749380788067356,"Marburg",20
"124",0.450706444680691,0.00284376856870949,"Marburg",20
"125",0.358197552384809,0.222685495857149,"Marburg",20
"126",0.261740737594664,0.427166483830661,"Marburg",20
"127",0.278136387001723,0.164217383833602,"Marburg",20
"128",1.29597555147484,0.448902707081288,"Marburg",20
"129",0.717836634954438,0.944645722862333,"Marburg",20
"130",0.54069310426712,0.621356253512204,"Marburg",20
"131",0.260841671610251,0.965682299574837,"Marburg",20
"132",0.887585905613378,0.978963085217401,"Marburg",20
"133",2.57597299595363,0.63152372953482,"Marburg",20
"134",0.549828701186925,0.347749852575362,"Marburg",20
"135",0.419749613385648,0.0355068081989884,"Marburg",20
"136",1.11430209456012,0.58326131850481,"Marburg",20
"137",0.919377160957083,0.928087318548933,"Marburg",20
"138",0.834156506694853,0.987809885060415,"Marburg",20
"139",0.66078862384893,0.402304530609399,"Marburg",20
"140",1.76584143284708,0.699476813198999,"Marburg",20
